date,source,image_id,pre_post,aoi_cloud_pct,tile_cloud_pct,aoi_covered,in_clean_set,flags
2023-10-20,sentinel2,20231020T073929_20231020T075438_T37MBU,POST,79.93,34.855503,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-10-20,sentinel2,20231020T073929_20231020T075438_T37MCU,POST,78.75,36.636794,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-10-25,sentinel2,20231025T074001_20231025T075642_T37MBU,POST,38.59,35.891882,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-11-09,sentinel2,20231109T074039_20231109T075436_T37MBU,POST,86.26,49.813956,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-11-29,sentinel2,20231129T074159_20231129T075431_T37MBU,POST,4.37,6.051095,True,True,POST_INTERVENTION
2023-11-29,sentinel2,20231129T074159_20231129T075431_T37MCU,POST,0.32,6.125524,True,True,POST_INTERVENTION
2023-12-09,sentinel2,20231209T074219_20231209T075444_T37MBU,POST,99.29,26.674929,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-12-24,sentinel2,20231224T074331_20231224T075553_T37MBU,POST,73.43,15.037043,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-12-24,sentinel2,20231224T074331_20231224T075553_T37MCU,POST,66.81,31.847993,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-12-29,sentinel2,20231229T074239_20231229T075500_T37MBU,POST,64.33,26.927644,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-12-29,sentinel2,20231229T074239_20231229T075500_T37MCU,POST,61.32,41.613209,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-01-03,sentinel2,20240103T074321_20240103T075543_T37MCU,POST,97.61,28.660688,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-01-23,sentinel2,20240123T074211_20240123T075513_T37MBU,POST,18.26,16.682351,True,True,POST_INTERVENTION
2024-01-23,sentinel2,20240123T074211_20240123T075513_T37MCU,POST,23.9,11.297835,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-01-28,sentinel2,20240128T074059_20240128T075432_T37MBU,POST,45.03,21.83305,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-01-28,sentinel2,20240128T074059_20240128T075432_T37MCU,POST,44.2,42.415991,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-02,sentinel2,20240202T074131_20240202T075430_T37MCU,POST,43.45,46.656865,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-02,sentinel2,20240202T074131_20240202T075430_T37MBU,POST,43.82,28.13139,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-07,sentinel2,20240207T074009_20240207T075435_T37MBU,POST,64.66,26.863673,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-07,sentinel2,20240207T074009_20240207T075435_T37MCU,POST,67.6,47.888762,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-12,sentinel2,20240212T074031_20240212T075431_T37MBU,POST,30.05,17.171848,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-12,sentinel2,20240212T074031_20240212T075431_T37MCU,POST,31.17,44.332242,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-17,sentinel2,20240217T074009_20240217T075437_T37MBU,POST,41.94,7.121718,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-17,sentinel2,20240217T074009_20240217T075437_T37MCU,POST,43.09,43.705916,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-22,sentinel2,20240222T073931_20240222T075432_T37MBU,POST,52.27,24.147561,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-22,sentinel2,20240222T073931_20240222T075432_T37MCU,POST,31.03,41.258946,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-27,sentinel2,20240227T073859_20240227T075435_T37MBU,POST,93.76,14.841351,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-02-27,sentinel2,20240227T073859_20240227T075435_T37MCU,POST,93.76,46.326175,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-03-03,sentinel2,20240303T073821_20240303T075437_T37MBU,POST,0.0,3.784237,True,True,OUT_OF_SEASON|POST_INTERVENTION
2024-03-03,sentinel2,20240303T073821_20240303T075437_T37MCU,POST,0.0,22.509395,True,True,OUT_OF_SEASON|POST_INTERVENTION
2024-03-08,sentinel2,20240308T073739_20240308T075756_T37MCU,POST,4.86,9.763806,True,True,OUT_OF_SEASON|POST_INTERVENTION
2024-03-08,sentinel2,20240308T073739_20240308T075756_T37MBU,POST,4.82,11.181413,True,True,OUT_OF_SEASON|POST_INTERVENTION
2024-03-13,sentinel2,20240313T073711_20240313T075700_T37MBU,POST,0.79,11.866434,True,True,OUT_OF_SEASON|POST_INTERVENTION
2024-03-13,sentinel2,20240313T073711_20240313T075700_T37MCU,POST,0.79,31.258079,True,True,OUT_OF_SEASON|POST_INTERVENTION
2024-03-18,sentinel2,20240318T073629_20240318T080000_T37MBU,POST,25.69,26.236981,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-03-18,sentinel2,20240318T073629_20240318T080000_T37MCU,POST,26.02,35.507211,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-03-23,sentinel2,20240323T073611_20240323T075510_T37MBU,POST,98.03,34.572777,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-03-23,sentinel2,20240323T073611_20240323T075510_T37MCU,POST,98.02,33.087617,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-04-07,sentinel2,20240407T073609_20240407T075435_T37MBU,POST,38.58,9.374455,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-04-07,sentinel2,20240407T073609_20240407T075435_T37MCU,POST,39.19,33.000442,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-04-12,sentinel2,20240412T073611_20240412T075550_T37MCU,POST,22.68,47.439823,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-04-17,sentinel2,20240417T073619_20240417T075438_T37MBU,POST,52.12,48.910868,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-04-17,sentinel2,20240417T073619_20240417T075438_T37MCU,POST,52.14,41.918138,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-04-22,sentinel2,20240422T073621_20240422T075353_T37MCU,POST,0.03,21.921282,True,True,OUT_OF_SEASON|POST_INTERVENTION
2024-04-22,sentinel2,20240422T073621_20240422T075353_T37MBU,POST,0.0,17.247063,True,True,OUT_OF_SEASON|POST_INTERVENTION
2024-04-27,sentinel2,20240427T073609_20240427T075435_T37MCU,POST,71.07,49.99772,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-05-12,sentinel2,20240512T073621_20240512T075440_T37MBU,POST,83.17,26.738527,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-05-22,sentinel2,20240522T073611_20240522T075128_T37MCU,POST,64.94,43.734586,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2024-05-27,sentinel2,20240527T073609_20240527T075436_T37MBU,POST,16.73,14.636965,True,True,POST_INTERVENTION
2024-05-27,sentinel2,20240527T073609_20240527T075436_T37MCU,POST,18.46,15.800671,True,True,POST_INTERVENTION
2024-06-01,sentinel2,20240601T075531_20240601T075819_T37MBU,POST,59.72,18.070909,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-06-01,sentinel2,20240601T075531_20240601T075819_T37MCU,POST,60.43,16.070886,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-06-11,sentinel2,20240611T073621_20240611T075436_T37MBU,POST,51.09,34.283701,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-06-11,sentinel2,20240611T073621_20240611T075436_T37MCU,POST,55.6,21.238881,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2024-06-16,sentinel2,20240616T073619_20240616T075439_T37MBU,POST,9.99,6.711235,True,True,OUT_OF_SEASON|POST_INTERVENTION
2024-06-16,sentinel2,20240616T073619_20240616T075439_T37MCU,POST,9.77,1.236711,True,True,OUT_OF_SEASON|POST_INTERVENTION
2024-06-26,sentinel2,20240626T073619_20240626T075436_T37MCU,POST,55.35,2.780545,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
